timestamp,ang_velo,lowpass_angvelo,ang_velo_false
1726443597826,-0.000000,0.575781,22.586213
1726443597826,-0.000000,0.566384,14.730819
1726443597827,-0.000000,0.568653,13.499525
1726443597827,-0.000000,0.594450,-8.303193
1726443597827,-0.000000,0.622648,2.371334
1726443597827,-0.000000,0.628524,21.183181
1726443597828,-0.000000,0.622144,12.818884
1726443597828,-0.000000,0.616846,19.305998
1726443597828,-0.000000,0.647252,24.220985
1726443597829,-0.000000,0.648521,17.567477
1726443597829,-0.000000,0.660875,17.659080
1726443597829,-0.000000,0.668734,-7.070136
1726443597830,-0.000000,0.697956,0.599048
1726443597830,-0.000000,0.698617,21.042251
1726443597830,-0.000000,0.727971,-4.797341
1726443597831,-0.000000,0.741198,-5.830576
1726443597832,-0.000000,0.757757,10.040392
1726443597832,-0.000000,0.761746,8.379646
1726443597832,-0.000000,0.751810,-3.889821
1726443597833,-0.000000,0.749976,-6.193962
1726443597833,-0.000000,0.749852,-4.550588
1726443597833,-0.000000,0.745804,-2.695904
1726443597833,-0.000000,0.740353,4.260389
1726443597834,-0.000000,0.763882,8.585657
1726443597834,-0.000000,0.756622,12.352173
1726443597834,-0.000000,0.751444,28.917441
1726443597834,-0.000000,0.745776,6.834651
1726443597835,-0.000000,0.755330,15.730127
1726443597835,-0.000000,0.785148,0.383412
1726443597836,-0.000000,0.775344,-3.008278
1726443597836,-0.000000,0.764521,3.026840
1726443597836,-0.000000,0.783039,-4.043217
1726443597837,-0.000000,0.810650,21.289664
1726443597837,-0.000000,0.804667,-0.089102
1726443597838,-0.000000,0.829774,-0.340000
1726443597838,-0.000000,0.837430,5.787601
1726443597838,-0.000000,0.848666,-3.270259
1726443597839,-0.000000,0.878970,21.042744
1726443597839,-0.000000,0.872578,11.990967
1726443597840,-0.000000,0.876254,29.929151
1726443597840,-0.000000,0.879548,29.153834
1726443597840,-0.000000,0.871439,-6.677830
1726443597841,-0.000000,0.891713,17.984254
1726443597841,-0.000000,0.906611,14.504599
1726443597842,-0.000000,0.932480,-0.957532
1726443597842,-0.000000,0.921385,-6.172783
1726443597842,-0.000000,0.922779,24.336403
1726443597843,-0.000000,0.938110,11.919011
1726443597843,-0.000000,0.930580,21.786579
1726443597843,-0.000000,0.928168,4.128978
1726443597843,-0.000000,0.943535,12.532081
1726443597844,-0.000000,0.969229,18.139202
1726443597844,-0.000000,0.978393,-2.510049
1726443597844,-0.000000,0.983596,2.196701
1726443597844,-0.000000,0.989960,23.213179
1726443597845,-0.000000,0.997680,13.169397
1726443597845,-0.000000,1.013547,16.975262
1726443597845,-0.000000,1.045302,1.639307
1726443597845,-0.000000,1.078283,7.142125
1726443597846,-0.000000,1.109897,5.503932
1726443597846,-0.000000,1.105599,-2.724996
1726443597846,-0.000000,1.117848,24.064590
1726443597847,-0.000000,1.123543,1.040709
1726443597847,-0.000000,1.122370,11.338261
1726443597847,-0.000000,1.149173,9.888504
1726443597848,-0.000000,1.143801,0.337347
1726443597848,-0.000000,1.142940,-3.414374
1726443597848,-0.000000,1.139300,29.319517
1726443597848,-0.000000,1.148079,15.086315
1726443597848,-0.000000,1.168198,6.517676
1726443597849,-0.000000,1.163419,0.842018
1726443597849,-0.000000,1.157635,1.617861
1726443597849,-0.000000,1.165872,5.543224
1726443597849,-0.000000,1.192325,10.260702
1726443597850,-0.000000,1.220935,-3.583741
1726443597850,-0.000000,1.251626,2.099900
1726443597850,-0.000000,1.278482,12.581110
1726443597850,-0.000000,1.265834,-6.541019
1726443597851,-0.000000,1.290702,-0.390786
1726443597851,-0.000000,1.321599,22.385391
1726443597851,-0.000000,1.342769,-1.697068
1726443597851,-0.000000,1.353566,6.908828
1726443597852,-0.000000,1.359063,24.851251
1726443597852,-0.000000,1.373911,16.568500
1726443597852,-0.000000,1.380607,26.899068
1726443597852,-0.000000,1.372435,2.781821
1726443597853,-0.000000,1.391367,13.700226
1726443597853,-0.000000,1.391976,-4.615132
1726443597853,-0.000000,1.393250,-1.592730
1726443597853,-0.000000,1.422412,20.682733
1726443597854,-0.000000,1.413607,-3.316277
1726443597854,-0.000000,1.429587,10.605718
1726443597854,-0.000000,1.458764,-1.792513
1726443597854,-0.000000,1.448722,-6.924867
1726443597854,-0.000000,1.470955,6.266772
1726443597855,-0.000000,1.475140,0.440269
1726443597855,-0.000000,1.484002,5.532798
1726443597855,-0.000000,1.486784,5.855925
1726443597855,-0.000000,1.504374,29.226304
1726443597856,-0.000000,1.518752,-3.272300
1726443597856,-0.000000,1.516321,-5.722294
1726443597856,-0.000000,1.527942,19.860046
1726443597856,-0.000000,1.555234,16.713598
1726443597856,-0.000000,1.582674,4.699913
1726443597857,-0.000000,1.580964,29.385045
1726443597857,-0.000000,1.592437,29.076609
1726443597857,-0.000000,1.614730,20.285973
1726443597858,-0.000000,1.629141,-3.903654
1726443597858,-0.000000,1.637753,12.092761
1726443597858,-0.000000,1.627839,1.357702
1726443597859,-0.000000,1.627551,12.188950
1726443597859,-0.000000,1.639720,26.412094
1726443597859,-0.000000,1.636024,17.321790
1726443597860,-0.000000,1.665616,-2.598867
1726443597860,-0.000000,1.658637,-1.829826
1726443597860,-0.000000,1.671611,17.060570
1726443597861,-0.000000,1.672927,16.486311
1726443597861,-0.000000,1.700448,-6.211669
1726443597861,-0.000000,1.687714,1.106305
1726443597862,-0.000000,1.712762,-6.768027
1726443597862,-0.000000,1.739513,29.007608
1726443597862,-0.000000,1.756706,25.858688
1726443597863,-0.000000,1.780641,23.724161
1726443597863,-0.000000,1.812063,18.228808
1726443597863,-0.000000,1.844039,-4.187203
1726443597863,-0.000000,1.864437,-3.798431
1726443597863,-0.000000,1.879723,28.697345
1726443597864,-0.000000,1.878503,-4.940296
1726443597864,-0.000000,1.866545,-1.900339
1726443597864,-0.000000,1.890511,24.547251
1726443597864,-0.000000,1.878153,24.399607
1726443597864,-0.000000,1.884573,-3.927219
1726443597865,-0.000000,1.895755,14.648859
1726443597865,-0.000000,1.891724,24.838036
1726443597865,-0.000000,1.912651,-5.403805
1726443597865,-0.000000,1.941868,-8.590176
1726443597866,-0.000000,1.950643,20.964736
1726443597866,-0.000000,1.958641,5.260788
1726443597866,-0.000000,1.946626,20.354453
1726443597866,-0.000000,1.964514,17.062501
1726443597867,-0.000000,1.984857,3.526007
1726443597867,-0.000000,1.975399,-2.977847
1726443597867,-0.000000,2.005107,-7.545109
1726443597867,-0.000000,2.019629,-6.688112
1726443597867,-0.000000,2.042947,-7.572457
1726443597868,-0.000000,2.029690,7.647696
1726443597868,-0.000000,2.045845,2.584014
1726443597868,-0.000000,2.055560,14.332536
1726443597869,-0.000000,2.054297,25.694531
1726443597869,-0.000000,2.053239,4.586218
1726443597869,-0.000000,2.059286,-8.409884
1726443597869,-0.000000,2.047916,19.742351
1726443597870,-0.000000,2.057396,8.550244
1726443597870,-0.000000,2.052470,24.900502
1726443597870,-0.000000,2.075120,3.083334
1726443597871,-0.000000,2.106687,8.879512
1726443597871,-0.000000,2.117721,0.918669
1726443597871,-0.000000,2.132976,-3.174274
1726443597871,-0.000000,2.125069,0.661174
1726443597872,-0.000000,2.150654,8.587703
1726443597872,-0.000000,2.145317,-3.556743
1726443597872,-0.000000,2.154548,28.976811
1726443597872,-0.000000,2.169713,17.040786
1726443597873,-0.000000,2.187746,15.290880
1726443597873,-0.000000,2.209033,26.303026
1726443597873,-0.000000,2.215306,12.985940
1726443597874,-0.000000,2.226093,13.379221
1726443597874,-0.000000,2.240173,22.138856
1726443597874,-0.000000,2.232542,-8.892711
1726443597874,-0.000000,2.230872,-4.648496
1726443597875,-0.000000,2.254771,-2.937071
1726443597875,-0.000000,2.252960,12.004923
1726443597875,-0.000000,2.272636,-5.849765
1726443597876,-0.000000,2.295673,24.279720
1726443597876,-0.000000,2.325389,-3.752257
1726443597876,-0.000000,2.335226,7.116780
1726443597876,-0.000000,2.362575,-0.693370
1726443597877,-0.000000,2.349836,27.300183
1726443597877,-0.000000,2.350952,19.430607
1726443597877,-0.000000,2.376148,-3.897986
1726443597878,-0.000000,2.397208,6.849876
1726443597878,-0.000000,2.412963,5.436585
1726443597878,-0.000000,2.421630,18.334285
1726443597878,-0.000000,2.421823,9.229380
1726443597879,-0.000000,2.421132,-9.526308
1726443597879,-0.000000,2.439474,-0.286131
1726443597879,-0.000000,2.439023,2.386310
1726443597879,-0.000000,2.426340,22.627130
1726443597880,-0.000000,2.431393,8.798643
1726443597880,-0.000000,2.447408,15.783046
1726443597880,-0.000000,2.455753,23.073427
1726443597881,-0.000000,2.474105,22.259642
1726443597881,-0.000000,2.475696,-5.355198
1726443597881,-0.000000,2.463152,22.444950
1726443597881,-0.000000,2.474305,-3.547233
1726443597882,-0.000000,2.482485,8.443606
1726443597882,-0.000000,2.484344,15.351756
1726443597882,-0.000000,2.506090,29.854168
1726443597882,-0.000000,2.522576,22.101014
1726443597883,-0.000000,2.512189,11.685007
1726443597883,-0.000000,2.532937,7.427243
1726443597883,-0.000000,2.551787,23.184381
1726443597883,-0.000000,2.544297,26.782810
1726443597884,-0.000000,2.540696,0.618153
1726443597884,-0.000000,2.569082,-1.194367
1726443597884,-0.000000,2.590281,17.536401
1726443597884,-0.000000,2.608794,11.119640
1726443597885,-0.000000,2.627815,12.828013
1726443597885,-0.000000,2.627685,1.997543
1726443597885,-0.000000,2.656765,29.870122
1726443597886,-0.000000,2.665566,27.540470
1726443597886,-0.000000,2.679160,9.337106
1726443597886,-0.000000,2.666754,11.411798
1726443597886,-0.000000,2.661221,13.741647
1726443597887,-0.000000,2.675578,27.795363
1726443597887,-0.000000,2.675130,3.538179
1726443597887,-0.000000,2.689745,28.131018
1726443597887,-0.000000,2.701793,12.626847
1726443597888,-0.000000,2.717069,8.313336
1726443597888,-0.000000,2.737394,25.353947
1726443597888,-0.000000,2.749506,5.422056
1726443597888,-0.000000,2.756892,-2.387415
1726443597889,-0.000000,2.761571,11.685699
1726443597889,-0.000000,2.788395,11.405134
1726443597889,-0.000000,2.777615,18.262563
1726443597889,-0.000000,2.793584,25.236882
1726443597890,-0.000000,2.824530,-7.443848
1726443597890,-0.000000,2.852622,1.968056
1726443597890,-0.000000,2.846168,10.164902
1726443597890,-0.000000,2.855309,1.259240
1726443597891,-0.000000,2.870728,6.198841
1726443597891,-0.000000,2.868599,-4.496990
1726443597891,-0.000000,2.897423,0.578690
1726443597891,-0.000000,2.916262,26.142408
1726443597892,-0.000000,2.912903,28.065679
1726443597892,-0.000000,2.908963,21.534721
1726443597892,-0.000000,2.922814,6.153190
1726443597892,-0.000000,2.919491,28.026810
1726443597893,-0.000000,2.919673,2.584138
1726443597893,-0.000000,2.936063,2.666071
1726443597893,-0.000000,2.953515,19.140824
1726443597894,-0.000000,2.952458,-1.021094
1726443597894,-0.000000,2.977440,9.486791
1726443597895,-0.000000,2.973841,26.506402
1726443597895,-0.000000,2.981799,-3.776951
1726443597895,-0.000000,3.001558,0.294733
1726443597895,-0.000000,3.010698,5.953829
1726443597896,-0.000000,3.037834,18.295600
1726443597896,-0.000000,3.052343,21.039840
1726443597896,-0.000000,3.046743,-7.360145
1726443597897,-0.000000,3.060511,12.849831
1726443597897,-0.000000,3.047116,15.005240
1726443597897,-0.000000,3.055146,13.704048
1726443597897,-0.000000,3.059347,-3.192987
1726443597897,-0.000000,3.067101,23.336014
1726443597898,-0.000000,3.096153,11.698032
1726443597898,-0.000000,3.105548,10.581857
1726443597898,-0.000000,3.098545,20.872677
1726443597898,-0.000000,3.116873,2.139218
1726443597899,-0.000000,3.105381,0.926813
1726443597899,-0.000000,3.090836,7.620614
1726443597899,-0.000000,3.101204,-0.466208
1726443597899,-0.000000,3.108630,-6.241111
1726443597900,-0.000000,3.128619,-4.045659
1726443597900,-0.000000,3.145199,10.505273
1726443597900,-0.000000,3.138722,1.405938
1726443597900,-0.000000,3.125385,7.893295
1726443597901,-0.000000,3.136178,-1.424852
1726443597901,-0.000000,3.135609,24.924695
1726443597901,-0.000000,3.125014,10.064172
1726443597901,-0.000000,3.153725,0.366224
1726443597902,-0.000000,3.170762,2.320676
1726443597902,-0.000000,3.156980,10.229066
1726443597902,-0.000000,3.145516,-5.392209
1726443597902,-0.000000,3.170173,-2.164565
1726443597903,-0.000000,3.182600,11.828983
1726443597903,-0.000000,3.171908,29.759679
1726443597903,-0.000000,3.192639,-4.469718
1726443597903,-0.000000,3.203625,24.564084
1726443597904,-0.000000,3.195576,29.160238
1726443597904,-0.000000,3.205473,1.132327
1726443597904,-0.000000,3.233174,1.675679
1726443597904,-0.000000,3.257834,19.536396
1726443597904,-0.000000,3.279396,7.839272
1726443597905,-0.000000,3.290178,19.755559
1726443597905,-0.000000,3.291669,4.062612
1726443597905,-0.000000,3.303485,22.198817
1726443597905,-0.000000,3.322268,25.406426
1726443597906,-0.000000,3.343569,-1.134948
1726443597906,-0.000000,3.362988,22.357275
1726443597906,-0.000000,3.369862,-4.892080
1726443597906,-0.000000,3.390649,15.257951
1726443597907,-0.000000,3.415087,19.355345
1726443597907,-0.000000,3.415336,29.776572
1726443597907,-0.000000,3.402313,21.766278
1726443597907,-0.000000,3.419275,8.557213
1726443597907,-0.000000,3.440531,-7.309814
1726443597908,-0.000000,3.465365,-7.797314
1726443597908,-0.000000,3.472293,27.927593
1726443597908,-0.000000,3.459903,6.997941
1726443597908,-0.000000,3.450648,10.172740
1726443597909,-0.000000,3.467467,7.290325
1726443597909,-0.000000,3.464740,24.652306
1726443597909,-0.000000,3.491103,17.200785
1726443597909,-0.000000,3.516763,1.856913
1726443597910,-0.000000,3.531824,19.347896
1726443597910,-0.000000,3.521900,1.394944
1726443597910,-0.000000,3.543426,27.524413
1726443597910,-0.000000,3.563567,18.381043
1726443597911,-0.000000,3.557834,-4.226148
1726443597911,-0.000000,3.553645,7.404458
1726443597911,-0.000000,3.539845,-1.927576
1726443597911,-0.000000,3.529040,19.005196
1726443597911,-0.000000,3.558929,20.829465
1726443597912,-0.000000,3.556810,9.718799
1726443597912,-0.000000,3.543027,24.677295
1726443597912,-0.000000,3.550375,19.133329
1726443597912,-0.000000,3.566060,12.529277
1726443597912,-0.000000,3.563057,6.034981
1726443597913,-0.000000,3.563946,7.642644
1726443597913,-0.000000,3.565121,20.601568
1726443597913,-0.000000,3.593496,18.430475
1726443597917,-0.000000,3.594898,0.735885
1726443597917,-0.000000,3.610554,6.025032
1726443597918,-0.000000,3.616327,-1.986150
1726443597918,-0.000000,3.636605,16.102441
1726443597918,-0.000000,3.644827,22.355045
1726443597918,-0.000000,3.662302,28.236574
1726443597918,-0.000000,3.661658,24.406173
1726443597919,-0.000000,3.665247,-5.942270
1726443597919,-0.000000,3.652067,10.760684
1726443597919,-0.000000,3.638816,19.749597
1726443597920,-0.000000,3.634125,29.520714
1726443597920,-0.000000,3.659037,18.925723
1726443597920,-0.000000,3.682634,12.340221
1726443597920,-0.000000,3.673367,18.684597
1726443597921,-0.000000,3.658488,13.971059
1726443597921,-0.000000,3.676714,4.650201
1726443597921,-0.000000,3.698721,11.466536
1726443597921,-0.000000,3.691598,20.062750
1726443597921,-0.000000,3.715816,-7.420204
1726443597922,-0.000000,3.718026,29.492109
1726443597922,-0.000000,3.726935,16.527206
1726443597922,-0.000000,3.734992,19.504227
1726443597923,-0.000000,3.764953,-9.830283
1726443597923,-0.000000,3.765255,16.618723
1726443597924,-0.000000,3.771583,28.797991
1726443597924,-0.000000,3.784073,-2.846452
1726443597924,-0.000000,3.802459,23.089899
1726443597924,-0.000000,3.791684,4.060518
1726443597924,-0.000000,3.785711,12.441805
1726443597924,-0.000000,3.773150,12.613253
1726443597925,-0.000000,3.780095,9.757874
1726443597925,-0.000000,3.789924,-0.183058
1726443597925,-0.000000,3.786496,-6.085581
1726443597925,-0.000000,3.771123,-8.332895
1726443597925,-0.000000,3.782448,3.499181
1726443597926,-0.000000,3.773147,27.892375
1726443597926,-0.000000,3.793280,29.058162
1726443597927,-0.000000,3.815087,-4.425885
1726443597927,-0.000000,3.842888,-9.034472
1726443597927,-0.000000,3.833269,21.043514
1726443597927,-0.000000,3.820229,26.164853
1726443597927,-0.000000,3.813581,13.714599
1726443597928,-0.000000,3.807998,29.412810
1726443597928,-0.000000,3.828123,26.019431
1726443597928,-0.000000,3.838447,23.289230
1726443597928,-0.000000,3.859598,10.369547
1726443597928,-0.000000,3.869633,26.120249
1726443597928,-0.000000,3.861225,-2.924446
1726443597929,-0.000000,3.852191,8.094102
1726443597929,-0.000000,3.843067,6.414538
1726443597929,-0.000000,3.849408,-6.768111
1726443597929,-0.000000,3.877700,23.542834
1726443597930,-0.000000,3.876919,18.508507
1726443597930,-0.000000,3.878721,26.709456
1726443597930,-0.000000,3.874886,21.301712
1726443597930,-0.000000,3.889310,7.233327
1726443597930,-0.000000,3.878494,-7.519902
1726443597931,-0.000000,3.873896,-6.034738
1726443597931,-0.000000,3.899178,24.823613
1726443597931,-0.000000,3.914001,15.463456
1726443597931,-0.000000,3.925113,5.103014
1726443597931,-0.000000,3.918334,19.869058
1726443597932,-0.000000,3.932105,3.027490
1726443597932,-0.000000,3.938394,25.476201
1726443597932,-0.000000,3.933862,21.402504
1726443597932,-0.000000,3.943847,-5.751291
1726443597932,-0.000000,3.952015,9.222694
1726443597933,-0.000000,3.978607,26.043461
1726443597933,-0.000000,4.000854,23.057519
1726443597933,-0.000000,3.998247,23.058263
1726443597934,-0.000000,4.000614,-8.029902
1726443597934,-0.000000,4.029267,12.029842
1726443597934,-0.000000,4.018906,17.342564
1726443597934,-0.000000,4.024148,-4.034579
1726443597934,-0.000000,4.032119,1.364022
1726443597934,-0.000000,4.051954,17.699127
1726443597935,-0.000000,4.036038,6.570019
1726443597935,-0.000000,4.059471,14.322312
1726443597935,-0.000000,4.072006,23.705279
1726443597935,-0.000000,4.097180,24.544662
1726443597936,-0.000000,4.111202,6.314211
1726443597936,-0.000000,4.099779,20.300808
1726443597936,-0.000000,4.125787,-2.153421
1726443597936,-0.000000,4.146181,29.424924
1726443597936,-0.000000,4.167687,10.698469
1726443597937,-0.000000,4.158915,17.973657
1726443597937,-0.000000,4.173170,16.491550
1726443597937,-0.000000,4.164055,8.785515
1726443597937,-0.000000,4.163223,13.026417
1726443597937,-0.000000,4.163249,7.122651
1726443597938,-0.000000,4.151332,5.728613
1726443597938,-0.000000,4.161873,4.748828
1726443597938,-0.000000,4.168382,0.038757
1726443597938,-0.000000,4.153882,0.555102
1726443597938,-0.000000,4.177726,26.080988
1726443597939,-0.000000,4.194503,8.852644
1726443597939,-0.000000,4.222458,8.076794
1726443597939,-0.000000,4.234175,25.709869
1726443597939,-0.000000,4.238508,28.354046
1726443597939,-0.000000,4.260549,9.218900
1726443597939,-0.000000,4.252685,19.433937
1726443597940,-0.000000,4.264778,21.334182
1726443597940,-0.000000,4.286990,27.561278
1726443597940,-0.000000,4.290091,16.933883
1726443597940,-0.000000,4.298882,7.176454
1726443597940,-0.000000,4.327390,-9.987477
1726443597941,-0.000000,4.348886,28.210141
1726443597941,-0.000000,4.351185,17.421105
1726443597941,-0.000000,4.373843,6.714703
1726443597941,-0.000000,4.387830,17.328801
1726443597941,-0.000000,4.397561,4.228995
1726443597942,-0.000000,4.423785,2.588097
1726443597942,-0.000000,4.439705,22.406109
1726443597942,-0.000000,4.440414,18.443081
1726443597942,-0.000000,4.427850,6.816424
1726443597942,-0.000000,4.451492,9.528385
1726443597943,-0.000000,4.477973,27.471123
1726443597943,-0.000000,4.462229,2.864115
1726443597943,-0.000000,4.451588,3.494154
1726443597943,-0.000000,4.459747,21.559885
1726443597943,-0.000000,4.452931,5.503425
1726443597944,-0.000000,4.436739,18.198922
1726443597944,-0.000000,4.439141,21.644844
1726443597944,-0.000000,4.429930,-2.619019
1726443597944,-0.000000,4.429150,-8.144389
1726443597944,-0.000000,4.446591,23.660668
1726443597944,-0.000000,4.440554,19.815991
1726443597945,-0.000000,4.433606,24.125524
1726443597945,-0.000000,4.420525,3.181623
1726443597945,-0.000000,4.438722,-5.883900
1726443597945,-0.000000,4.460780,0.071191
1726443597945,-0.000000,4.472742,0.098007
1726443597945,-0.000000,4.468157,-6.582840
1726443597946,-0.000000,4.469389,5.453778
1726443597946,-0.000000,4.466581,4.670017
1726443597946,-0.000000,4.468258,22.970168
1726443597946,-0.000000,4.485584,24.479337
1726443597947,-0.000000,4.513354,22.054354
1726443597947,-0.000000,4.518387,10.357763
1726443597947,-0.000000,4.512491,29.220269
1726443597947,-0.000000,4.511964,9.966821
1726443597948,-0.000000,4.536567,-2.855834
1726443597948,-0.000000,4.542314,23.546296
1726443597948,-0.000000,4.532274,0.596296
1726443597949,-0.000000,4.554621,0.141715
1726443597949,-0.000000,4.542678,26.813365
1726443597949,-0.000000,4.566701,9.667279
1726443597949,-0.000000,4.559744,23.384339
1726443597950,-0.000000,4.576218,26.474427
1726443597950,-0.000000,4.590392,28.479852
1726443597950,-0.000000,4.579685,19.978996
1726443597950,-0.000000,4.605004,16.263403
1726443597950,-0.000000,4.592662,14.032773
1726443597951,-0.000000,4.612960,24.580267
1726443597951,-0.000000,4.610164,9.108050
1726443597951,-0.000000,4.626037,-7.472121
1726443597951,-0.000000,4.621789,-0.003424
1726443597951,-0.000000,4.616742,2.269275
1726443597952,-0.000000,4.607932,6.607171
1726443597952,-0.000000,4.625880,12.458958
1726443597952,-0.000000,4.637982,26.578998
1726443597952,-0.000000,4.661879,9.908406
1726443597952,-0.000000,4.686103,-4.189611
1726443597953,-0.000000,4.670460,-8.373789
1726443597953,-0.000000,4.691517,6.635859
1726443597953,-0.000000,4.683165,1.125690
1726443597953,-0.000000,4.669106,23.266812
1726443597954,-0.000000,4.659569,20.900594
1726443597954,-0.000000,4.670497,-9.755798
1726443597954,-0.000000,4.683257,27.227352
1726443597954,-0.000000,4.705727,-7.965718
1726443597955,-0.000000,4.725102,23.960137
1726443597955,-0.000000,4.737961,-9.468664
1726443597955,-0.000000,4.743482,28.742798
1726443597955,-0.000000,4.752672,2.114130
1726443597955,-0.000000,4.746817,28.069554
1726443597956,-0.000000,4.741349,17.035625
1726443597956,-0.000000,4.730734,6.884158
1726443597956,-0.000000,4.743746,-8.691698
1726443597956,-0.000000,4.760968,13.915021
1726443597956,-0.000000,4.778488,14.880264
1726443597957,-0.000000,4.775947,5.701629
1726443597957,-0.000000,4.764221,-0.219900
1726443597957,-0.000000,4.778817,0.275394
1726443597957,-0.000000,4.764053,18.041289
1726443597957,-0.000000,4.784282,25.715868
1726443597958,-0.000000,4.811886,-8.400225
1726443597958,-0.000000,4.816371,29.311097
1726443597958,-0.000000,4.824883,-5.008918
1726443597958,-0.000000,4.817082,-0.191318
1726443597958,-0.000000,4.845111,16.556251
1726443597959,-0.000000,4.871570,8.251927
1726443597959,-0.000000,4.877375,-5.001396
1726443597959,-0.000000,4.862990,12.153276
1726443597959,-0.000000,4.887865,25.516196
1726443597960,-0.000000,4.901408,13.265051
1726443597960,-0.000000,4.901616,13.367631
1726443597960,-0.000000,4.907824,-9.034699
1726443597960,-0.000000,4.894028,22.611712
1726443597960,-0.000000,4.886830,-8.715583
1726443597961,-0.000000,4.913808,3.894215
1726443597961,-0.000000,4.902466,-4.144057
1726443597961,-0.000000,4.924421,7.537895
1726443597962,-0.000000,4.929132,5.582844
1726443597962,-0.000000,4.923083,-3.175361
1726443597962,-0.000000,4.928275,-9.431678
1726443597962,-0.000000,4.935262,11.241495
1726443597962,-0.000000,4.948244,20.868036
1726443597963,-0.000000,4.934427,10.595111
1726443597963,-0.000000,4.961200,1.878445
1726443597963,-0.000000,4.967823,18.281952
1726443597963,-0.000000,4.962655,-6.316222
1726443597963,-0.000000,4.970186,15.634445
1726443597964,-0.000000,4.975064,15.441947
1726443597964,-0.000000,4.998503,19.146040
1726443597964,-0.000000,5.001931,3.897549
1726443597964,-0.000000,4.995869,18.510978
1726443597964,-0.000000,4.997932,9.367894
1726443597965,-0.000000,5.017341,5.797368
1726443597965,-0.000000,5.021568,13.055821
1726443597965,-0.000000,5.004762,24.704980
1726443597965,-0.000000,5.023832,16.300884
1726443597965,-0.000000,5.013984,13.742007
1726443597966,-0.000000,4.998950,5.388272
1726443597966,-0.000000,5.016558,8.287801
1726443597966,-0.000000,5.017613,-5.207308
1726443597966,-0.000000,5.033789,3.891473
1726443597967,-0.000000,5.061008,-2.757817
1726443597967,-0.000000,5.068768,26.788998
1726443597967,-0.000000,5.082513,20.744729
1726443597967,-0.000000,5.081630,27.504317
1726443597967,-0.000000,5.075131,10.728261
1726443597968,-0.000000,5.101159,29.532717
1726443597968,-0.000000,5.098847,-0.297461
1726443597968,-0.000000,5.090563,7.487597
1726443597969,-0.000000,5.093950,-2.640867
1726443597969,-0.000000,5.093164,-2.275454
1726443597969,-0.000000,5.121363,-9.216395
1726443597969,-0.000000,5.149549,-0.660559
1726443597969,-0.000000,5.153232,27.461766
1726443597970,-0.000000,5.177495,24.570120
1726443597970,-0.000000,5.186879,3.019699
1726443597970,-0.000000,5.208530,5.013988
1726443597970,-0.000000,5.204302,-8.854929
1726443597970,-0.000000,5.230015,-6.293297
1726443597971,-0.000000,5.257950,14.895042
1726443597971,-0.000000,5.242351,22.989941
1726443597971,-0.000000,5.266613,26.603922
1726443597971,-0.000000,5.266481,4.229016
1726443597972,-0.000000,5.262642,17.861505
1726443597972,-0.000000,5.278893,27.823973
1726443597972,-0.000000,5.283083,21.540857
1726443597972,-0.000000,5.283199,20.590552
1726443597972,-0.000000,5.299790,14.612116
1726443597973,-0.000000,5.320153,22.470263
1726443597973,-0.000000,5.343497,23.486702
